新课程序号,课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
,03040206,工程造价,2,,倪艳春,17109,,专业基础课,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",4,1,16,倪艳春(17109) 星期一5-6节 [1-13 16] 南412
,03040205,工程造价,2,,许碧莞,21045,,专业基础课,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",9,1,16,许碧莞(21045) 星期一5-6节 [1-13 16] 南415
,03040204,工程造价,2,,胡晓依,91118,,专业基础课,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",7,1,16,胡晓依(91118) 星期一5-6节 [1-13 16] 南419
,03040203,工程造价,2,,方成,14206,,专业基础课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",31,1,16,方成(14206) 星期一5-6节 [1-13 16] 南319
,03040202,工程造价,2,,刘海,89504,,专业基础课,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",31,1,16,刘海(89504) 星期一5-6节 [1-13 16] 南410
,03040201,工程造价,2,,金瑞珺,94438,,专业基础课,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",31,1,16,金瑞珺(94438) 星期一5-6节 [1-13 16] 南322
CCE331701,03040401,有限单元法I,2,,"蔡永昌,薛亚东","03021,06043",",",专业基础课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2025(土木工程(二学位) 03068)",19,1,16,薛亚东(06043) 星期五1-2节 [9-16] 南422 蔡永昌(03021) 星期五1-2节 [1-8] 南422
CCE331703,03040403,有限单元法I,2,,"闫治国,朱亚智","07101,18622",",",专业基础课,英语,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2025(土木工程(二学位) 03068)",10,1,16,闫治国(07101) 星期五1-2节 [9-16] 南418 朱亚智(18622) 星期五1-2节 [1-8] 南418
CCE331702,03040402,有限单元法I,2,,"马如进,潘子超","04175,16032",",",专业基础课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2025(土木工程(二学位) 03068)",28,1,16,马如进(04175) 星期五1-2节 [1-8] 南419 潘子超(16032) 星期五1-2节 [9-16] 南419
CCE340602,03041202,地下建筑结构,2,,张子新,96081,,专业必修课,英语,四平路校区,"2023(智能建造 03005),2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",15,1,16,张子新(96081) 星期一1-2节 [1-16] 南309
CCE340601,03041201,地下建筑结构,2,,"廖少明,丁文其","91062,97126","教授,",专业必修课,中文,四平路校区,"2023(智能建造 03005),2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",20,1,16,廖少明(91062) 星期一1-2节 [9-16] 南408 丁文其(97126) 星期一1-2节 [1-8] 南408
,03041501,岩土工程测试技术,1,,李卫超,15017,,专业必修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",9,1,8,李卫超(15017) 星期五1-2节 [1-8] 南421
,03041601,环境岩土工程,2,,"冯世进,陈宏信","05198,16020","教授,",专业选修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(土木工程(二学位) 03068)",9,1,16,陈宏信(16020) 星期四7-8节 [1-7 9-16] 南407 冯世进(05198) 星期四7-8节 [8] 南407
,03041701,桥梁工程（上）,3,,"杨詠昕,阮欣,石雪飞","02127,05215,86071",",,",专业必修课,中文,四平路校区,"2023(智能建造 03005),2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",23,1,12,阮欣(05215) 星期二1-2节 [5-6 12] 北321 杨詠昕(02127) 星期二1-2节 [7-11] 北321 石雪飞(86071) 星期二1-2节 [1-4] 北321 石雪飞(86071) 星期四3-4节 [1-3] 北321 阮欣(05215) 星期四3-4节 [4-6 11-12] 北321 杨詠昕(02127) 星期四3-4节 [7-10] 北321
,03041901,桥涵水文,1,,朱青,16040,,专业必修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(土木工程(二学位) 03068)",20,9,16,朱青(16040) 星期二3-4节 [9-16] 北321
,03043101,工程结构抗风,1,,唐和生,02036,,专业必修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",23,1,8,唐和生(02036) 星期四3-4节 [1-8] 南408
,03043401,工程结构抗火,1,,余江滔,07087,,专业选修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042)",13,9,16,余江滔(07087) 星期四5-6节 [9-16] 南419
,03043501,工程防灾经济学,2,,"单伽锃,吴昊","13092,17865",",",专业选修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(土木工程(二学位) 03068)",9,1,16,吴昊(17865) 星期三7-8节 [1-3单 4-11] 南418 单伽锃(13092) 星期三7-8节 [2 12-16] 南418
CCE262104,03043904,结构体系与概念实验,1,,夏烨,14040,,实践环节课程,中文,四平路校区,"2024(土木工程 03014),2024(土木工程(数学与应用数学双学士学位) 03065)",28,9,16,夏烨(14040) 星期四7-8节 [9-16] 实验室
CCE262101,03043901,结构体系与概念实验,1,,陈涛,08011,,实践环节课程,中文,四平路校区,"2024(土木工程 03014),2024(土木工程(法学双学士学位) 03067)",28,9,16,陈涛(08011) 星期一7-8节 [9-16] 实验室
CCE262103,03043903,结构体系与概念实验,1,,朱亚智,18622,,实践环节课程,中文,四平路校区,2024(土木工程 03014),10,9,16,朱亚智(18622) 星期三7-8节 [9-16] 实验室
CCE262102,03043902,结构体系与概念实验,1,,罗金辉,14135,,实践环节课程,中文,四平路校区,"2024(智能建造 03005),2024(土木工程 03014)",28,9,16,罗金辉(14135) 星期三5-6节 [9-16] 实验室
CCE262105,03043905,结构体系与概念实验,1,,方根深,23181,,实践环节课程,英语,四平路校区,2024(土木工程(国际班) 03074),7,9,16,方根深(23181) 星期四5-6节 [9-16] 实验室
CCE362102,03044002,土木工程施工基本原理实验,1,,刘海,89504,,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068),2025(智能建造(二学位) 03069)",33,1,16,刘海(89504) 星期三9-10节 [1-15单] 实验室
CCE362101,03044001,土木工程施工基本原理实验,1,,朱大宇,01025,,实践环节课程,中文,四平路校区,"2023(智能建造 03005),2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067)",36,1,16,朱大宇(01025) 星期一9-10节 [1-15单] 实验室
CCE362106,03044006,土木工程施工基本原理实验,1,,杨彬,09087,,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068),2025(智能建造(二学位) 03069)",8,1,16,杨彬(09087) 星期三9-10节 [1-15单] 实验室
CCE362105,03044005,土木工程施工基本原理实验,1,,赵增丰,20148,,实践环节课程,中文,四平路校区,"2023(智能建造 03005),2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067)",7,1,16,赵增丰(20148) 星期一9-10节 [1-15单] 实验室
CCE362104,03044004,土木工程施工基本原理实验,1,,段珍华,16044,,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068),2025(智能建造(二学位) 03069)",2,1,16,段珍华(16044) 星期三9-10节 [1-15单] 实验室
CCE362103,03044003,土木工程施工基本原理实验,1,,强旭红,14132,,实践环节课程,中文,四平路校区,"2023(智能建造 03005),2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067)",36,1,16,强旭红(14132) 星期一9-10节 [1-15单] 实验室
CCE342001,03044801,地球物理勘探原理,2,,汪发武,20016,,专业基础课,中文,四平路校区,"2023(地质工程 03034),2025(地质工程(二学位) 03066)",19,1,16,汪发武(20016) 星期三3-4节 [1-16] 南208
,03046601,岩土工程灾害分析与防治,2,,刘芳,09146,,专业选修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",0,1,16,刘芳(09146) 星期日9-10节 [1-16] 不排教室
,03047301,组合结构I,1,,贾良玖,15029,,专业选修课,英语,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042)",11,1,8,贾良玖(15029) 星期四5-6节 [1-8] 南422
CCE350702,03047402,木结构,1,,李征,15014,,专业选修课,英语,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067)",3,1,8,李征(15014) 星期三7-8节 [1-8] 南422
CCE350701,03047401,木结构,1,,何敏娟,88055,,专业选修课,英语,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067)",13,1,8,何敏娟(88055) 星期三7-8节 [1-8] 南421
,03047701,岩土动力学试验,1,,高彦斌,99039,,实践环节课程,中文,四平路校区,2023(地质工程 03034),18,2,16,高彦斌(99039) 星期四7-8节 [2-16双] 实验室
,03047901,建筑力学,4,,"吴浩,俞可权,薛松涛","19607,21032,96069",",,",公共基础课,英语,四平路校区,2025(建筑学(国际班) 02002),40,1,16,吴浩(19607) 星期三3-4节 [2-8] 北211 俞可权(21032) 星期三3-4节 [9-16] 北211 薛松涛(96069) 星期三3-4节 [1] 北211 俞可权(21032) 星期五3-4节 [9-16] 北211 吴浩(19607) 星期五3-4节 [2-8] 北211 薛松涛(96069) 星期五3-4节 [1] 北211
,03048801,工程地质分析原理,2,,彭铭,13137,,专业基础课,中文,四平路校区,"2023(地质工程 03034),2025(地质工程(二学位) 03066)",19,1,16,彭铭(13137) 星期二3-4节 [1-16] 南222
CCE090301,03051001,Python语言与工程计算,2,,"潘子超,宋明明","16032,22113",",",工程能力与创新思维,中文,四平路校区,,40,1,16,潘子超(16032) 星期三7-8节 [9-16] 学院机房 宋明明(22113) 星期三7-8节 [1-8] 学院机房
,03051404,工程造价上机,1,,方成,14206,长聘教授,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",2,9,16,方成(14206) 星期三5-6节 [14-15] 土木学院机房
,03051403,工程造价上机,1,,胡晓依,91118,副教授,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",32,9,16,胡晓依(91118) 星期一5-6节 [14-15] 土木学院机房
,03051402,工程造价上机,1,,刘海,89504,,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",32,9,16,刘海(89504) 星期三5-6节 [14-15] 土木学院机房
,03051401,工程造价上机,1,,金瑞珺,94438,,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",32,9,16,金瑞珺(94438) 星期一5-6节 [14-15] 土木学院机房
,03051406,工程造价上机,1,,倪艳春,17109,,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",2,9,16,倪艳春(17109) 星期三5-6节 [14-15] 土木学院机房
,03051405,工程造价上机,1,,许碧莞,21045,,实践环节课程,中文,四平路校区,"2023(土木工程 03014),2023(地质工程 03034),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(地质工程(二学位) 03066),2025(土木工程(二学位) 03068)",17,9,16,许碧莞(21045) 星期一5-6节 [14-15] 土木学院机房
CCE230501,03051901,结构力学Ⅰ,4,,吴宇清,04995,,专业基础课,中文,四平路校区,2024(地质工程 03034),21,1,16,吴宇清(04995) 星期三5-6节 [1-16] 南412 吴宇清(04995) 星期四1-2节 [1-16] 南412
,03052001,基础工程设计原理,3,,李镜培,89099,,个性化课程,中文,嘉定校区,2023(工程力学(强基计划) 09001),0,1,16,李镜培(89099) 星期日1-2节 [1-16] 不排教室
,03052301,钢与组合结构桥梁,1,,"苏庆田,徐晨","03174,16045",",",专业必修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",19,11,16,徐晨(16045) 星期一1-2节 [11-13] 南320 苏庆田(03174) 星期一1-2节 [14-16] 南320 苏庆田(03174) 星期四1-2节 [14-16] 南405 徐晨(16045) 星期四1-2节 [11-13] 南405
,03052401,道路与铁道工程,2,,杨轸,06128,,专业必修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2023(土木工程(精英班) 09042),2025(土木工程(二学位) 03068)",20,1,13,杨轸(06128) 星期三7-8节 [1-13] 南419
,03052601,建筑混凝土结构设计,2,,蒋欢军,99073,,专业必修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(土木工程(二学位) 03068)",24,1,16,蒋欢军(99073) 星期三3-4节 [1-16] 南220
,03053001,建筑混凝土结构与砌体结构设计,3,,林峰,05210,,专业必修课,中文,四平路校区,"2023(土木工程 03014),2023(土木工程(数学与应用数学双学士学位) 03065),2023(土木工程(法学双学士学位) 03067),2025(土木工程(二学位) 03068)",8,1,16,林峰(05210) 星期二3-4节 [1-16] 南422 林峰(05210) 星期四3-4节 [1-15单] 南219
