新课程序号,课程名称,课程性质,校区,排课信息
CEM351101,质量管理,专业选修课,四平路校区,杜学美(04066) 星期三1-2节 [1-16] 南308
CEM340801,施工组织与管理,专业必修课,四平路校区,胡文发(94032) 星期一1-2节 [1-16] 南305
CEM120104,管理学概论,公共基础课,四平路校区,郭磊(06064) 星期三1-2节 [1-16] 南320
CEM120103,管理学概论,个性化课程,嘉定校区,钟竞(03054) 星期四9-10节 [1-16] 安楼A105
CEM120102,管理学概论,公共基础课,四平路校区,郭磊(06064) 星期一9-10节 [1-16] 北217
CEM120101,管理学概论,个性化课程,嘉定校区,钟竞(03054) 星期四5-6节 [1-16] 安楼A105
CEM020101,工程项目管理,社会发展与国际视野,四平路校区,王新成(22088) 星期四9-10节 [1-16] 北207
CEM340901,工程造价与管理,专业必修课,四平路校区,高显义(95029) 星期一7-8节 [1-16] 南316
CEM230703,管理信息系统(A),专业基础课,四平路校区,单晓芳(94402) 星期五3-4节 [1-16] 南308
CEM230702,管理信息系统(A),专业基础课,四平路校区,李沁芳(01069) 星期四3-4节 [1-16] 南105
CEM230701,管理信息系统(A),专业基础课,四平路校区,吴冰(05116) 星期一1-2节 [1-16] 南215
CEM120203,运筹学,专业基础课,四平路校区,王晓蕾(19009) 星期一3-4节 [1-15单] 北309 王晓蕾(19009) 星期三3-4节 [1-16] 北309
CEM120202,运筹学,专业选修课,四平路校区,张小宁(03196) 星期二1-2节 [1-16] 南309 张小宁(03196) 星期四5-6节 [1-15单] 南320
CEM120201,运筹学,专业基础课,四平路校区,郑小金(12003) 星期二1-2节 [1-16] 南319 郑小金(12003) 星期四3-4节 [2-16双] 南319
CEM230803,财政学,专业选修课,四平路校区,石建勋(05004) 星期四7-8节 [1] 南417 钟宁桦(13854) 星期四7-8节 [2-11] 南417 李海英(07161) 星期四7-8节 [12-16] 南417
CEM230802,财政学,专业基础课,四平路校区,钟宁桦(13854) 星期四5-6节 [2-11] 南305 李海英(07161) 星期四5-6节 [12-16] 南305 石建勋(05004) 星期四5-6节 [1] 南305
CEM230801,财政学,专业选修课,四平路校区,郝凤霞(03125) 星期三3-4节 [1-16] 北207
CEM341201,中级财务会计(下),专业选修课,四平路校区,于团叶(94450) 星期四9-11节 [1-16] 南408
CEM351201,房地产市场学,专业选修课,四平路校区,唐代中(08078) 星期日7-8节 [1-16] 不排教室
CEM351301,国际结算,专业选修课,四平路校区,胡靖(04068) 星期三1-2节 [1-11 16] 北109 胡靖(04068) 星期三1-2节 [12-15] 学校机房(四平路)
CEM351302,国际结算,专业选修课,四平路校区,胡靖(04068) 星期三3-4节 [1-11 16] 北308 胡靖(04068) 星期三3-4节 [12-15] 学校机房(四平路)
CEM240601,信息系统分析与设计,专业必修课,四平路校区,徐德华(90053) 星期一7-8节 [6 14] 南121 王洪伟(04155) 星期一7-8节 [1-5 7-13 15-16] 南121
CEM341401,土地经济与利用,专业必修课,四平路校区,唐代中(08078) 星期三9-10节 [6-8] 南417 张宗彝(94097) 星期三9-10节 [1-5] 南417 侯成凡(24777503) 星期三9-10节 [9-16] 南417
CEM230901,中级财务管理,专业必修课,四平路校区,许勤(00084) 星期一3-4节 [1-15单] 北305 许勤(00084) 星期三1-2节 [1-16] 北305
CEM351401,经济法概论,专业选修课,四平路校区,曾彩霞(14044) 星期四7-8节 [7-13] 南418 杜筠翊(00082) 星期四7-8节 [1-6] 南418 文家春(15164) 星期四7-8节 [14-16] 南418
CEM351501,工程经济学,个性化课程,四平路校区,邵颖红(94051) 星期二1-2节 [1-16] 北310
CEM351502,工程经济学,个性化课程,四平路校区,邵颖红(94051) 星期二3-4节 [1-16] 北207
CEM220201,法语口语(2),公共基础课,四平路校区,王丽云(19014) 星期一5-8节 [1-16] 南414
CEM240801,管理建模与仿真,专业必修课,四平路校区,汪云峰(03156) 星期一5-6节 [1-16] 南205
CEM240802,管理建模与仿真,专业必修课,四平路校区,汪云峰(03156) 星期一3-4节 [1-16] 南114
CEM351601,营销渠道管理,专业选修课,四平路校区,刘艳玲(04120) 星期一5-6节 [1-16] 北205
CEM341801,投资学,专业必修课,四平路校区,Kenneth Andrew Kim(15868) 星期一7-8节 [9-16] 北109 丁婧(23777506) 星期一7-8节 [1-8] 北109
CEM341802,投资学,专业必修课,四平路校区,丁婧(23777506) 星期一9-10节 [1-8] 南312 Kenneth Andrew Kim(15868) 星期一9-10节 [9-16] 南312
CEM342002,公司金融,专业必修课,四平路校区,叶欣(05085) 星期四5-6节 [1-16] 南308
CEM342001,公司金融,专业必修课,四平路校区,叶欣(05085) 星期四3-4节 [1-16] 北105
CEM060301,演讲学,社会发展与国际视野,四平路校区,陈迅(05167) 星期三7-8节 [1-16] 南207
CEM351901,工程管理信息化,专业选修课,四平路校区,李永奎(07086) 星期二1-2节 [1-16] 南318
CEM460102,毕业论文,实践环节课程,嘉定校区,周春燕(02151) 星期六9-10节 [1-16] 学院安排
CEM460101,毕业论文,实践环节课程,四平路校区,张淑杰(00039) 星期六5-6节 [1-16] 学院安排
CEM460110,毕业论文,实践环节课程,四平路校区,胡靖(04068) 星期一1-2节 [1-16] 学院安排
CEM460109,毕业论文,实践环节课程,四平路校区,王晓琛(92762) 星期三1-2节 [1-16] 学院安排
CEM460108,毕业论文,实践环节课程,四平路校区,王晓琛(92762) 星期一1-2节 [1-16] 学院安排
CEM460107,毕业论文,实践环节课程,四平路校区,王莉(07109) 星期一1-2节 [1-16] 学院安排
CEM460106,毕业论文,实践环节课程,四平路校区,孙建良(86740) 星期一1-2节 [1-16] 学院安排
CEM460105,毕业论文,实践环节课程,四平路校区,张宗彝(94097) 星期五5-6节 [1-16] 学院安排
CEM460104,毕业论文,实践环节课程,四平路校区,刘义理(99020) 星期五3-4节 [1-16] 学院安排
CEM460103,毕业论文,实践环节课程,四平路校区,张艳霞(05094) 星期四5-6节 [1-16] 学院安排
CEM241101,生产运作与管理,专业必修课,四平路校区,张艳霞(05094) 星期四1-2节 [1-16] 南305
CEM241102,生产运作与管理,专业必修课,四平路校区,武小军(06145) 星期二1-2节 [1-16] 北312
CEM352001,ERP原理及应用,专业必修课,四平路校区,李沁芳(01069) 星期一5-6节 [1-16] 学校机房(四平路)
CEM352002,ERP原理及应用,专业必修课,四平路校区,李沁芳(01069) 星期一3-4节 [1-16] 学校机房(四平路)
CEM342101,IT项目管理与审计,专业必修课,四平路校区,刘义理(99020) 星期二1-2节 [1-16] 北112
CEM241202,物流与供应链管理,专业选修课,四平路校区,张建军(08103) 星期二3-4节 [1-12 16] 北211 霍佳震(87056) 星期二3-4节 [13-15] 北211
CEM241301,物流设施规划,专业必修课,四平路校区,张艳霞(05094) 星期三7-8节 [1-16] 北305
CEM250502,服务管理,专业选修课,四平路校区,苏强(10011) 星期四5-6节 [1-16] 南111
CEM250501,服务管理,专业必修课,四平路校区,苏强(10011) 星期四7-8节 [1-16] 南415
CEM250601,创新管理,专业选修课,四平路校区,刘光富(04084) 星期一1-2节 [1-16] 北211
CEM352301,技术管理,专业选修课,四平路校区,刘强(94434) 星期三1-2节 [1-16] 北317
CEM352401,创业学,专业选修课,四平路校区,谢胜强(93880) 星期四1-2节 [1-16] 北317
CEM352801,企业战略与风险管理,专业选修课,四平路校区,周炜(93757) 星期五1-2节 [1-16] 南205
CEM352802,企业战略与风险管理,专业选修课,四平路校区,周炜(93757) 星期一3-4节 [1-16] 北208
CEM231201,资源与环境经济学,专业基础课,四平路校区,王晓琛(92762) 星期一5-6节 [1-16] 北312
CEM460301,毕业实习,实践环节课程,四平路校区,张淑杰(00039) 星期六3-4节 [1-16] 学院安排
CEM460303,毕业实习,实践环节课程,四平路校区,孙建良(86740) 星期五7-8节 [1-16] 学院安排
CEM460302,毕业实习,实践环节课程,四平路校区,张宗彝(94097) 星期五7-8节 [1-16] 学院安排
CEM040101,会计学原理,社会发展与国际视野,四平路校区,徐勤(91523) 星期三7-8节 [1-16] 北212
CEM040201,公司理财,社会发展与国际视野,四平路校区,佟爱琴(96839) 星期三9-10节 [1-16] 南108
CEM050201,货币金融学,社会发展与国际视野,四平路校区,郭英(06067) 星期三7-8节 [9-16] 北215 阮青松(05137) 星期三7-8节 [1-8] 北215
CEM050202,货币金融学,社会发展与国际视野,嘉定校区,胡靖(04068) 星期一7-8节 [1-16] 安楼A105
CEM050301,经济学,社会发展与国际视野,四平路校区,阮青松(05137) 星期四9-10节 [1-3] 南207 马卫锋(06048) 星期四9-10节 [8-11 16] 南207 郝凤霞(03125) 星期四9-10节 [4-7] 南207 黎德福(06084) 星期四9-10节 [12-15] 南207
CEM060401,绿色经济,社会发展与国际视野,四平路校区,程名望(07099) 星期三7-8节 [13-14] 北218 韩传峰(98044) 星期三7-8节 [15] 北218 许洁(98030) 星期三7-8节 [1-12 16] 北218
CEM330301,商务谈判（英）,专业基础课,四平路校区,周逸江(22204) 星期四5-6节 [1-16] 北210
CEM330501,管理信息系统A（英）,专业基础课,四平路校区,吴冰(05116) 星期一3-4节 [1-16] 北211
CEM231501,项目管理 （英）,专业基础课,四平路校区,肖超(19604) 星期四9-11节 [5-8 10] 南209 施骞(96031) 星期四9-11节 [1-4 9-11单] 南209
CEM361901,项目策划与可行性分析,实践环节课程,四平路校区,唐代中(08078) 星期日5-6节 [1-15单] 学院安排
CEM310101,学术讲座,通识必修课,四平路校区,邵鲁宁(08065) 星期五7-8节 [1-16] 经管A楼
CEM342601,财务与管理会计,专业必修课,四平路校区,徐勤(91523) 星期一5-6节 [1-16] 南215
CEM353401,私募股权与风险资本,专业选修课,四平路校区,杨锐(22030) 星期二1-2节 [1-8] 北212 杨锐(22030) 星期三1-2节 [1-8] 北212
CEM353501,中国房地产开发,专业选修课,四平路校区,唐代中(08078) 星期三3-4节 [9-16] 北114 张宗彝(94097) 星期三3-4节 [1-8] 北114
CEM353601,中国市场研究,专业选修课,四平路校区,杨园(11044) 星期三7-8节 [1-16] 北208
CEM460401,毕业论文（国际班）,实践环节课程,四平路校区,邵鲁宁(08065) 星期六1-2节 [1-16] 学院安排
CEM460501,毕业实习(国际班),实践环节课程,四平路校区,邵鲁宁(08065) 星期六5-6节 [1-16] 学院安排
CEM353802,创新创业基础,专业选修课,四平路校区,邵鲁宁(08065) 星期五5-6节 [1-6 9-16] 北107 范斐(04050) 星期五5-6节 [7-8] 北107
CEM353801,创新创业基础,专业选修课,四平路校区,邵鲁宁(08065) 星期五1-2节 [1-6 9-16] 北107 范斐(04050) 星期五1-2节 [7-8] 北107
CEM120401,法语精读(2),公共基础课,四平路校区,朱震芸(05029) 星期一3-4节 [1-16] 南412 朱震芸(05029) 星期三3-4节 [1-16] 南412
CEM353901,现代物流,专业选修课,四平路校区,单晓芳(94402) 星期五1-2节 [1-16] 南410
CEM120501,法语听力(2),公共基础课,四平路校区,胡玥(13121) 星期二1-4节 [1-16] 南308
CEM220401,法语精读(4),公共基础课,四平路校区,朱震芸(05029) 星期一1-2节 [1-16] 南412 朱震芸(05029) 星期三1-2节 [1-16] 南412
CEM342902,电子商务（英）,专业必修课,四平路校区,黄官伟(96026) 星期四5-6节 [1-16] 北310
CEM342901,电子商务（英）,专业必修课,四平路校区,黄官伟(96026) 星期四1-2节 [1-16] 北208
CEM231702,马克思主义政治经济学,专业选修课,四平路校区,聂文星(04139) 星期三7-8节 [2-16双] 南220 聂文星(04139) 星期五5-6节 [1-16] 南205
CEM231701,马克思主义政治经济学,专业基础课,四平路校区,聂文星(04139) 星期二3-4节 [1-15单] 南205 聂文星(04139) 星期五3-4节 [1-16] 南205
CEM330601,成本管理会计,专业必修课,四平路校区,王玉馨(00765) 星期四9-11节 [1-16] 南407
CEM354101,金融科技,专业选修课,四平路校区,钟宁桦(13854) 星期五3-4节 [1-2] 北107 刘强(94434) 星期五3-4节 [15] 北107 李海英(07161) 星期五3-4节 [5-6 16] 北107 马卫锋(06048) 星期五3-4节 [3-4] 北107 王姝晶(18629) 星期五3-4节 [11-12] 北107 徐德华(90053) 星期五3-4节 [9-10] 北107 郭英(06067) 星期五3-4节 [7-8] 北107 叶欣(05085) 星期五3-4节 [13-14] 北107
CEM354201,大数据营销,专业选修课,四平路校区,王睿通(21046) 星期五1-2节 [1-16] 北307
CEM241502,计算机网络与通讯,专业选修课,四平路校区,徐德华(90053) 星期一5-6节 [1-16] 南420
CEM241501,计算机网络与通讯,专业必修课,四平路校区,徐德华(90053) 星期五1-2节 [1-16] 北205
CEM354301,供应链金融,专业选修课,四平路校区,杜学美(04066) 星期四3-4节 [1-16] 北212
CEM241601,数据结构,专业必修课,四平路校区,梁哲(13555) 星期五3-4节 [1-16] 北108
CEM460601,毕业论文（中法班）,实践环节课程,四平路校区,赵海峰(06034) 星期五9-10节 [1-16] 学院安排
CEM354401,创新管理（英）,专业选修课,四平路校区,苏依依(11034) 星期四3-4节 [1-16] 北210
CEM231901,运筹学,专业选修课,四平路校区,李相勇(10092) 星期四3-4节 [1-16] 北307
CEM030402,大数据营销,工程能力与创新思维,嘉定校区,刘艳玲(04120) 星期三7-8节 [1-16] 安楼A106
CEM030401,大数据营销,工程能力与创新思维,四平路校区,童春阳(15511) 星期一7-8节 [1-16] 北210
CEM060503,公益组织管理与创新,社会发展与国际视野,嘉定校区,邹珊珊(04122) 星期四9-10节 [1-16] 安楼A108
CEM060502,公益组织管理与创新,社会发展与国际视野,嘉定校区,邹珊珊(04122) 星期四7-8节 [1-16] 安楼A108
CEM060501,公益组织管理与创新,社会发展与国际视野,四平路校区,邹珊珊(04122) 星期三7-8节 [1-16] 北219
CEM010102,德国的家族企业,社会发展与国际视野,嘉定校区,黄官伟(96026) 星期三7-8节 [1-16] 安楼A108
CEM030501,企业管理概论,社会发展与国际视野,四平路校区,邵鲁宁(08065) 星期一9-10节 [1] 南207 王旭育(99033) 星期一9-10节 [2-16] 南207
CEM343001,离散数学,专业必修课,四平路校区,魏可佶(23028) 星期二3-4节 [1-16] 北105 魏可佶(23028) 星期五1-2节 [1-16] 北105
CEM060701,生活中的逻辑,人文经典与审美素养,四平路校区,孙勇(96045) 星期四7-8节 [1-16] 北205
CEM232001,机器学习和数据挖掘,专业基础课,四平路校区,吴冰(05116) 星期一7-8节 [1-16] 南205
CEM354601,大数据与商务智能,专业选修课,四平路校区,佟爱琴(96839) 星期日5-6节 [1-16] 不排教室
CEM130207,宏微观经济学,专业基础课,四平路校区,李奕滨(94431) 星期一5-6节 [1-16] 南418 李奕滨(94431) 星期二3-4节 [1-16] 南418
CEM130206,宏微观经济学,专业基础课,四平路校区,邵帅(25005) 星期二3-4节 [1-16] 南407 邵帅(25005) 星期五3-4节 [1-16] 南407
CEM130205,宏微观经济学,专业基础课,四平路校区,马卫锋(06048) 星期三1-2节 [1-7 16] 南409 黎德福(06084) 星期三1-2节 [8-15] 南409 黎德福(06084) 星期四5-6节 [8-15] 南409 马卫锋(06048) 星期四5-6节 [1-7 16] 南409
CEM130204,宏微观经济学,专业基础课,四平路校区,郑彩祥(02123) 星期二1-2节 [1-16] 南414 郑彩祥(02123) 星期四5-6节 [1-16] 南414
CEM130203,宏微观经济学,专业基础课,四平路校区,祝春山(02164) 星期二1-2节 [1-16] 南407 祝春山(02164) 星期四5-6节 [1-16] 南407
CEM130202,宏微观经济学,专业基础课,四平路校区,张文辉(92171) 星期二3-4节 [1-16] 南408 张文辉(92171) 星期四5-6节 [1-16] 南408
CEM130201,宏微观经济学,专业基础课,四平路校区,李永(03134) 星期二3-4节 [1-16] 南405 李永(03134) 星期四5-6节 [1-16] 南405
CEM343201,商业银行业务与经营,专业必修课,四平路校区,王晓博(03115) 星期四9-11节 [1-16] 北105
CEM343202,商业银行业务与经营,专业必修课,四平路校区,张丽华(14139) 星期一3-4节 [2-16双] 北309 张丽华(14139) 星期三1-2节 [1-16] 北309
CEM354701,投资银行学,专业选修课,四平路校区,王海艳(02097) 星期四1-2节 [1-16] 北105
CEM354801,期货与期权,专业必修课,四平路校区,孙丽华(10141) 星期二3-4节 [7-13 16] 北311 马卫锋(06048) 星期二3-4节 [4-6双 14-15] 学校机房(四平路) 马卫锋(06048) 星期二3-4节 [1-3 5] 北311
CEM354802,期货与期权,专业必修课,四平路校区,孙丽华(10141) 星期二1-2节 [7-13 16] 北114 马卫锋(06048) 星期二1-2节 [4-6双 14-15] 学校机房(四平路) 马卫锋(06048) 星期二1-2节 [1-3 5] 北114
CEM330701,工程经济,专业基础课,四平路校区,周炜(93757) 星期三7-8节 [1-15单] 南220 周炜(93757) 星期五5-6节 [1-16] 南220
CEM130301,微观经济学,专业基础课,四平路校区,周华(03109) 星期三7-8节 [1-16] 南410
CEM251001,消费行为学,专业选修课,四平路校区,熊国钺(06066) 星期四1-2节 [1-16] 南410
CEM232101,会计信息系统,专业基础课,四平路校区,王玉馨(00765) 星期一3-4节 [2-16双] 学校机房(四平路) 王玉馨(00765) 星期四5-6节 [1-16] 学校机房(四平路)
CEM354901,金融法,专业选修课,四平路校区,郭英(06067) 星期一1-2节 [1-16] 北205
